Customer_ID,Age,Gender,Region,Policy_Type,Policy_Duration_Years,Annual_Premium,Vehicle_Age,Incident_Type,Claim_Amount,Number_of_Previous_Claims,Claim_Approved
CUST02366,55,Male,West,Basic,1,28580,12,Theft,27645,3,0
CUST02367,63,Male,West,Basic,5,16522,12,Natural Disaster,25189,3,0
CUST02368,21,Female,East,Basic,1,39890,14,Accident,1968,1,0
CUST02369,55,Male,West,Premium,6,33204,14,Theft,6800,0,1
CUST02370,36,Female,South,Premium,11,18892,0,Theft,25229,1,1
CUST02371,23,Female,South,Premium,7,13689,2,Theft,59524,4,0
CUST02372,51,Male,North,Gold,12,33063,5,Fire,30717,4,1
CUST02373,35,Female,North,Gold,5,19062,8,Natural Disaster,74006,4,1
CUST02374,30,Male,East,Basic,4,6363,10,Natural Disaster,64238,3,1
CUST02375,58,Male,South,Basic,2,21691,0,Fire,5819,3,0
CUST02376,40,Female,South,Basic,5,7751,14,Natural Disaster,57784,0,0
CUST02377,36,Male,South,Basic,9,12782,4,Accident,70836,2,1
CUST02378,62,Female,East,Premium,4,22648,11,Fire,47935,1,1
CUST02379,28,Female,South,Premium,14,17540,1,Natural Disaster,49429,2,0
CUST02380,18,Female,North,Premium,2,10339,6,Accident,77607,3,0
CUST02381,41,Male,East,Gold,13,32020,3,Natural Disaster,4998,1,0
CUST02382,24,Female,North,Gold,6,32609,4,Fire,42750,3,1
CUST02383,42,Male,North,Basic,8,10848,7,Natural Disaster,6180,0,1
CUST02384,38,Female,East,Premium,2,21877,1,Accident,79288,1,0
CUST02385,32,Female,West,Basic,9,23405,2,Accident,31513,3,0
CUST02386,18,Female,West,Basic,7,26471,10,Accident,18879,4,1
CUST02387,29,Male,North,Basic,14,8302,4,Natural Disaster,62833,4,0
CUST02388,24,Male,West,Basic,13,19437,9,Fire,15316,3,1
CUST02389,32,Female,South,Basic,2,19512,3,Natural Disaster,77435,2,1
CUST02390,38,Female,East,Basic,11,37436,4,Theft,25525,0,1
CUST02391,36,Male,North,Premium,5,28511,2,Fire,6378,0,0
CUST02392,46,Male,South,Premium,5,10022,12,Theft,49669,3,1
CUST02393,42,Male,West,Basic,7,48239,11,Natural Disaster,3577,0,1
CUST02394,50,Female,South,Basic,13,11155,8,Fire,22690,1,1
CUST02395,66,Male,West,Gold,5,36480,7,Theft,59514,0,0
CUST02396,49,Female,North,Basic,11,43022,13,Natural Disaster,61962,4,0
CUST02397,66,Male,South,Gold,14,30332,5,Fire,70195,3,1
CUST02398,52,Female,East,Premium,6,9354,14,Accident,78383,1,1
CUST02399,61,Female,North,Basic,14,36847,13,Accident,76620,0,1
CUST02400,55,Female,South,Basic,9,40284,0,Accident,74008,4,1
CUST02401,43,Male,South,Basic,3,15156,3,Theft,19953,2,1
CUST02402,28,Male,West,Basic,3,27453,6,Theft,64188,0,0
CUST02403,52,Male,North,Basic,8,37689,9,Natural Disaster,62800,4,1
CUST02404,25,Female,North,Premium,10,28758,4,Accident,43599,4,0
CUST02405,63,Female,North,Basic,12,13838,3,Theft,38985,4,1
CUST02406,31,Male,North,Premium,6,48790,8,Accident,14537,4,1
CUST02407,27,Female,West,Premium,12,42976,7,Natural Disaster,43717,2,1
CUST02408,19,Female,East,Basic,10,18725,14,Fire,10027,3,1
CUST02409,63,Female,North,Basic,3,14337,2,Theft,3536,4,1
CUST02410,26,Male,West,Basic,2,15701,13,Theft,3525,3,0
CUST02411,20,Female,East,Basic,13,34811,5,Fire,10176,2,1
CUST02412,38,Male,East,Premium,2,48043,11,Theft,71423,2,1
CUST02413,43,Male,West,Basic,2,43978,13,Natural Disaster,77788,1,0
CUST02414,25,Male,North,Premium,5,34316,13,Theft,71013,1,0
CUST02415,65,Male,East,Basic,12,16544,11,Theft,18755,4,0
CUST02416,19,Male,North,Basic,5,26514,3,Fire,20608,3,0
CUST02417,23,Female,North,Premium,1,21327,6,Natural Disaster,60843,2,1
CUST02418,45,Male,South,Premium,2,21705,0,Accident,53513,0,1
CUST02419,46,Male,North,Basic,2,15479,0,Accident,72640,1,1
CUST02420,43,Male,South,Basic,4,16323,13,Fire,21693,1,0
CUST02421,42,Female,East,Premium,7,17937,14,Natural Disaster,58908,0,1
CUST02422,29,Female,West,Basic,3,28089,11,Fire,13726,3,1
CUST02423,22,Female,South,Basic,5,6702,11,Fire,7898,3,1
CUST02424,51,Female,West,Premium,11,15404,5,Accident,45945,3,1
CUST02425,65,Male,East,Basic,9,38598,9,Natural Disaster,46684,4,1
CUST02426,54,Male,North,Premium,5,13380,10,Natural Disaster,45874,4,1
CUST02427,32,Female,East,Premium,9,26990,12,Fire,79218,0,1
CUST02428,61,Female,West,Premium,1,37859,12,Accident,70878,2,1
CUST02429,53,Female,East,Premium,9,8877,13,Natural Disaster,49008,0,1
CUST02430,32,Female,North,Premium,14,47871,6,Fire,4362,2,1
CUST02431,60,Male,East,Premium,5,23720,12,Theft,35404,0,0
CUST02432,65,Female,North,Gold,8,12676,8,Accident,12104,4,1
CUST02433,40,Female,South,Basic,5,36818,14,Natural Disaster,27048,3,0
CUST02434,23,Female,West,Basic,14,39348,6,Natural Disaster,18628,1,1
CUST02435,63,Female,North,Premium,12,47368,8,Natural Disaster,78465,0,1
CUST02436,67,Female,North,Premium,6,29130,9,Accident,14268,0,0
CUST02437,61,Female,East,Basic,8,38241,13,Fire,65734,1,1
CUST02438,60,Female,South,Gold,2,49392,8,Theft,11704,0,1
CUST02439,62,Male,North,Basic,3,31620,13,Natural Disaster,71050,3,0
CUST02440,38,Male,South,Premium,11,22077,13,Accident,25834,1,1
CUST02441,40,Male,South,Premium,9,17663,7,Natural Disaster,49308,1,1
CUST02442,60,Male,East,Gold,5,22799,6,Fire,61737,3,0
CUST02443,33,Male,North,Basic,5,22619,11,Theft,62122,3,1
CUST02444,64,Male,East,Premium,9,8967,2,Natural Disaster,39383,1,0
CUST02445,32,Female,West,Basic,10,32488,10,Accident,51420,3,1
CUST02446,42,Female,West,Basic,3,18211,13,Fire,15840,3,1
CUST02447,53,Male,North,Basic,14,26169,2,Theft,25771,3,0
CUST02448,28,Female,South,Premium,4,35373,10,Accident,29733,1,1
CUST02449,68,Male,North,Basic,7,37669,4,Natural Disaster,20480,0,0
CUST02450,32,Female,North,Basic,2,11634,6,Accident,17945,2,0
CUST02451,21,Female,West,Premium,8,5840,12,Theft,12641,1,1
CUST02452,38,Female,West,Premium,5,39229,11,Fire,16232,2,0
CUST02453,30,Female,South,Premium,1,26318,9,Fire,45326,3,1
CUST02454,39,Female,South,Gold,3,20405,6,Natural Disaster,77851,3,1
CUST02455,36,Female,North,Basic,9,41240,0,Natural Disaster,44851,0,0
CUST02456,51,Male,East,Gold,5,20847,7,Natural Disaster,25615,3,1
CUST02457,31,Male,North,Gold,8,28547,0,Natural Disaster,24255,2,1
CUST02458,21,Female,South,Basic,1,11575,12,Theft,31709,1,0
CUST02459,65,Male,East,Basic,14,35123,13,Natural Disaster,57173,1,1
CUST02460,69,Female,West,Basic,7,9843,10,Accident,58028,0,1
CUST02461,63,Male,South,Basic,7,32451,3,Theft,11068,2,0
CUST02462,44,Female,South,Premium,8,12739,1,Theft,43089,3,0
CUST02463,46,Male,East,Premium,3,19852,4,Natural Disaster,46832,4,1
CUST02464,64,Female,South,Premium,1,14157,5,Theft,7822,0,1
CUST02465,45,Male,South,Premium,11,27406,3,Accident,21893,0,1
CUST02466,52,Female,South,Basic,9,12432,13,Theft,79033,4,1
CUST02467,25,Male,South,Gold,1,23837,11,Theft,15251,1,0
CUST02468,33,Female,South,Basic,11,20148,12,Accident,44145,1,0
CUST02469,59,Female,South,Gold,6,16194,3,Accident,72215,1,0
CUST02470,53,Female,South,Basic,9,37591,6,Theft,52837,4,0
CUST02471,47,Male,South,Gold,14,19819,10,Fire,40380,3,0
CUST02472,35,Male,West,Basic,2,11625,3,Theft,22205,3,1
CUST02473,19,Male,South,Basic,4,12404,1,Accident,57959,2,1
CUST02474,66,Female,West,Basic,2,19674,3,Accident,67948,2,1
CUST02475,30,Male,West,Premium,4,15507,6,Accident,68785,1,0
CUST02476,21,Female,North,Gold,2,25387,0,Fire,68775,4,1
CUST02477,43,Male,North,Basic,12,23697,14,Accident,54354,0,1
CUST02478,42,Male,West,Gold,1,42391,3,Natural Disaster,79150,3,1
CUST02479,47,Male,West,Premium,11,24547,5,Natural Disaster,75371,4,0
CUST02480,28,Male,South,Premium,3,28570,7,Fire,30028,2,0
CUST02481,24,Female,North,Gold,8,44783,7,Accident,65082,3,1
CUST02482,48,Male,East,Basic,5,33037,12,Accident,60892,3,0
CUST02483,61,Male,North,Basic,4,35083,8,Natural Disaster,15803,4,1
CUST02484,27,Female,West,Gold,5,45550,4,Natural Disaster,79331,2,0
CUST02485,56,Female,West,Gold,6,42982,13,Theft,16653,4,1
CUST02486,30,Male,South,Gold,6,44706,1,Fire,21674,0,1
CUST02487,48,Male,South,Gold,5,7988,2,Theft,43345,3,1
CUST02488,24,Female,North,Basic,12,10156,1,Fire,40920,4,1
CUST02489,66,Female,South,Gold,11,43280,8,Accident,33614,4,0
CUST02490,59,Female,East,Basic,12,14788,5,Accident,19968,0,0
CUST02491,59,Male,East,Gold,6,19185,13,Fire,55850,4,1
CUST02492,53,Male,South,Basic,9,23734,10,Theft,63148,3,1
CUST02493,37,Male,East,Premium,5,14971,11,Natural Disaster,61661,1,0
CUST02494,21,Female,East,Premium,13,48408,0,Fire,18191,1,1
CUST02495,24,Female,North,Basic,6,11487,2,Fire,60610,2,1
CUST02496,18,Female,East,Basic,4,25997,6,Fire,46252,0,1
CUST02497,61,Male,West,Gold,13,17452,6,Accident,13093,2,0
CUST02498,62,Female,West,Gold,3,20372,4,Fire,74701,1,0
CUST02499,59,Male,North,Basic,13,49767,2,Accident,27025,0,0
CUST02500,64,Female,South,Premium,12,18434,12,Natural Disaster,79110,4,1
CUST02501,30,Male,North,Premium,6,17416,14,Natural Disaster,35336,4,0
CUST02502,39,Male,South,Basic,11,24248,6,Theft,26436,3,0
CUST02503,38,Female,South,Basic,11,33194,4,Accident,43690,1,1
CUST02504,39,Male,South,Gold,5,38785,5,Natural Disaster,71440,4,0
CUST02505,45,Female,South,Premium,4,42458,2,Natural Disaster,29094,0,0
CUST02506,26,Male,South,Premium,5,13373,5,Theft,64399,4,0
CUST02507,43,Female,North,Premium,7,35283,6,Theft,5509,2,0
CUST02508,26,Female,South,Basic,1,34415,13,Theft,71062,2,0
CUST02509,32,Male,East,Basic,14,31414,7,Accident,39677,2,0
CUST02510,27,Female,East,Basic,1,19378,1,Fire,55501,2,0
CUST02511,41,Male,South,Basic,11,23336,1,Accident,36935,2,1
CUST02512,59,Female,East,Premium,13,9700,13,Theft,76646,3,1
CUST02513,25,Female,West,Gold,1,18901,5,Fire,68050,2,0
CUST02514,41,Female,North,Basic,2,29838,7,Natural Disaster,18795,3,0
CUST02515,33,Female,North,Basic,9,27597,4,Accident,41492,3,1
CUST02516,66,Male,South,Premium,13,38428,13,Theft,5167,4,0
CUST02517,43,Female,South,Gold,5,45149,0,Theft,52910,0,1
CUST02518,44,Female,West,Premium,14,40687,10,Fire,10304,2,0
CUST02519,54,Male,South,Gold,9,34493,0,Accident,60289,0,0
CUST02520,21,Male,East,Premium,13,36852,9,Natural Disaster,5808,1,0
CUST02521,67,Male,West,Premium,5,15932,8,Natural Disaster,75369,3,0
CUST02522,41,Male,East,Basic,14,28009,3,Fire,32897,1,0
CUST02523,36,Male,North,Basic,7,38583,11,Fire,76965,3,0
CUST02524,53,Male,East,Basic,14,32994,9,Natural Disaster,5907,2,0
CUST02525,56,Female,North,Premium,14,34865,0,Fire,78214,1,1
CUST02526,27,Male,East,Gold,6,17289,10,Fire,69761,4,1
CUST02527,42,Female,North,Gold,2,33293,7,Accident,2014,1,0
CUST02528,35,Male,South,Basic,3,9734,1,Fire,73304,3,0
CUST02529,36,Female,East,Basic,5,25013,11,Theft,68557,3,1
CUST02530,53,Female,North,Basic,4,40521,1,Theft,52828,0,1
CUST02531,27,Female,East,Basic,14,11505,0,Theft,59884,1,1
CUST02532,50,Male,West,Premium,11,49327,0,Fire,75398,4,1
CUST02533,67,Male,South,Gold,6,9685,8,Natural Disaster,69120,2,0
CUST02534,22,Male,North,Gold,8,23409,12,Theft,5942,0,1
CUST02535,64,Male,West,Premium,8,24517,0,Accident,63681,1,1
CUST02536,66,Female,East,Gold,3,49533,5,Fire,8370,0,0
CUST02537,52,Male,West,Premium,4,35475,11,Natural Disaster,45132,1,1
CUST02538,61,Female,East,Basic,1,41989,6,Natural Disaster,14672,2,0
CUST02539,51,Female,South,Premium,2,20327,3,Fire,53934,2,1
CUST02540,50,Male,West,Premium,13,8671,4,Fire,57209,4,0
CUST02541,38,Male,South,Premium,9,9941,3,Accident,74905,0,1
CUST02542,34,Male,North,Basic,12,31372,3,Fire,9467,4,1
CUST02543,39,Female,East,Basic,10,17466,9,Fire,27935,1,1
CUST02544,65,Male,East,Basic,10,23286,14,Natural Disaster,47721,2,0
CUST02545,54,Female,South,Gold,2,49959,14,Theft,63230,2,1
CUST02546,32,Male,South,Basic,12,9588,0,Theft,12551,3,1
CUST02547,52,Female,North,Premium,6,33080,5,Natural Disaster,55924,3,0
CUST02548,45,Male,West,Premium,14,29544,13,Fire,49652,4,1
CUST02549,24,Male,East,Basic,7,15811,9,Accident,43384,0,0
CUST02550,49,Female,East,Premium,6,23733,13,Theft,55488,1,1
CUST02551,28,Male,North,Gold,8,45696,9,Fire,49597,4,1
CUST02552,27,Male,North,Basic,9,44888,6,Theft,54274,2,1
CUST02553,26,Male,South,Gold,8,35059,6,Natural Disaster,8897,2,1
CUST02554,31,Male,South,Basic,5,42487,7,Theft,69005,2,1
CUST02555,30,Male,West,Basic,8,45849,6,Natural Disaster,48604,1,1
CUST02556,42,Male,North,Gold,10,19550,5,Natural Disaster,40819,4,1
CUST02557,19,Male,West,Gold,10,15864,11,Natural Disaster,10782,1,0
CUST02558,52,Female,North,Gold,9,30394,14,Accident,31398,2,0
CUST02559,24,Female,East,Premium,14,24061,7,Fire,54532,3,0
CUST02560,38,Male,North,Gold,8,17624,2,Natural Disaster,26688,4,0
CUST02561,35,Male,North,Gold,2,29934,8,Natural Disaster,26644,3,0
CUST02562,20,Male,East,Gold,2,8361,2,Theft,41433,4,1
CUST02563,59,Female,North,Premium,12,18707,3,Fire,21033,2,0
CUST02564,56,Female,West,Basic,3,6924,12,Accident,51966,3,1
CUST02565,58,Male,South,Gold,7,34487,9,Accident,4907,3,0
CUST02566,66,Female,South,Basic,9,17647,13,Theft,37499,4,0
CUST02567,28,Male,West,Premium,8,36734,5,Accident,74221,3,0
CUST02568,56,Male,East,Basic,9,34018,11,Theft,9273,3,0
CUST02569,41,Male,North,Premium,6,26627,13,Fire,63419,2,1
CUST02570,63,Male,West,Basic,1,26031,11,Theft,45666,4,0
CUST02571,36,Female,South,Basic,14,44449,7,Theft,14478,4,0
CUST02572,21,Female,South,Gold,12,7701,2,Natural Disaster,77904,0,1
CUST02573,43,Male,West,Basic,4,47890,12,Accident,76553,4,1
CUST02574,55,Female,South,Premium,13,21719,9,Fire,9273,2,0
CUST02575,59,Female,West,Basic,6,14718,5,Fire,50245,3,1
CUST02576,49,Male,South,Basic,12,5056,4,Natural Disaster,47400,0,1
CUST02577,56,Female,West,Basic,6,20352,4,Theft,40708,3,1
CUST02578,62,Male,North,Premium,8,8147,4,Fire,33552,4,0
CUST02579,63,Male,North,Basic,1,8537,8,Fire,52560,1,0
CUST02580,53,Male,North,Gold,13,27812,12,Theft,27430,3,1
CUST02581,57,Male,North,Basic,11,5721,6,Theft,29575,4,0
CUST02582,54,Female,South,Basic,2,21769,11,Fire,59433,2,1
CUST02583,50,Male,East,Basic,2,45194,8,Theft,50775,4,1
CUST02584,53,Female,West,Basic,13,48847,14,Accident,44436,0,0
CUST02585,20,Male,East,Premium,6,19346,8,Fire,53624,1,1
CUST02586,26,Male,South,Gold,14,44883,12,Theft,33938,1,1
CUST02587,25,Female,South,Premium,14,15911,13,Fire,27358,1,0
CUST02588,50,Male,East,Basic,11,5259,5,Fire,9769,2,1
CUST02589,23,Female,East,Basic,7,25872,13,Natural Disaster,74795,1,0
CUST02590,58,Female,South,Basic,2,13791,5,Accident,74728,3,0
CUST02591,56,Male,South,Gold,5,12536,3,Accident,18285,2,1
CUST02592,21,Male,West,Basic,6,25432,7,Natural Disaster,23287,4,1
CUST02593,30,Male,North,Premium,4,37750,13,Natural Disaster,48361,0,1
CUST02594,66,Male,North,Basic,1,46715,1,Fire,46805,2,1
CUST02595,19,Male,West,Basic,3,49537,4,Accident,32347,0,1
CUST02596,22,Male,East,Basic,14,24541,0,Natural Disaster,9986,2,0
CUST02597,61,Female,South,Basic,10,48718,9,Theft,3066,4,0
CUST02598,44,Female,East,Premium,9,21860,13,Fire,43779,0,1
CUST02599,49,Male,North,Basic,13,10283,1,Accident,58714,2,0
CUST02600,38,Female,North,Premium,6,35743,0,Fire,57112,0,1
CUST02601,25,Female,East,Basic,2,47559,5,Fire,60032,1,0
CUST02602,55,Male,North,Gold,9,40127,1,Theft,20705,1,1
CUST02603,25,Male,South,Basic,4,12405,11,Theft,25104,1,1
CUST02604,67,Female,West,Gold,11,36181,3,Natural Disaster,77456,3,0
CUST02605,20,Male,East,Gold,13,37205,12,Theft,43125,1,1
CUST02606,61,Female,South,Gold,8,29408,4,Accident,59852,1,1
CUST02607,20,Male,South,Basic,10,22645,6,Natural Disaster,38326,4,1
CUST02608,39,Female,North,Premium,7,11323,9,Accident,46536,0,1
CUST02609,23,Female,South,Basic,12,10937,0,Accident,55070,0,0
CUST02610,19,Female,East,Basic,11,48798,11,Natural Disaster,26099,1,0
CUST02611,40,Female,South,Basic,3,35431,10,Theft,34006,0,1
CUST02612,61,Male,West,Basic,8,22882,4,Fire,25810,2,1
CUST02613,19,Male,South,Gold,4,30324,14,Theft,8388,1,1
CUST02614,55,Female,South,Basic,2,18003,3,Accident,60247,1,0
CUST02615,34,Female,West,Premium,11,48346,6,Accident,76962,3,0
CUST02616,52,Male,South,Premium,5,30106,13,Natural Disaster,74153,2,0
CUST02617,51,Male,South,Premium,1,17979,9,Accident,41850,1,0
CUST02618,40,Female,North,Premium,13,39977,6,Natural Disaster,26511,1,1
CUST02619,47,Female,East,Basic,8,49828,7,Natural Disaster,59612,0,0
CUST02620,69,Female,North,Premium,14,12228,3,Theft,40224,1,0
CUST02621,25,Female,East,Basic,8,14300,3,Accident,26394,1,0
CUST02622,39,Female,West,Gold,3,13681,9,Theft,54269,1,1
CUST02623,61,Male,West,Premium,1,45964,4,Fire,60459,1,0
CUST02624,53,Female,West,Gold,4,13267,4,Theft,68975,3,0
CUST02625,22,Male,East,Basic,9,10372,10,Accident,11019,2,0
CUST02626,30,Male,East,Basic,9,43918,2,Fire,23470,3,1
CUST02627,46,Male,East,Basic,1,15920,4,Accident,54976,0,1
CUST02628,48,Female,West,Basic,11,21856,4,Fire,49003,4,0
CUST02629,64,Male,East,Basic,7,32785,7,Accident,74927,1,0
CUST02630,33,Male,South,Premium,6,22221,6,Theft,30658,0,0
CUST02631,59,Male,North,Basic,14,30178,7,Accident,74905,4,0
CUST02632,47,Male,West,Premium,7,38954,12,Natural Disaster,75658,1,1
CUST02633,33,Female,North,Gold,7,11461,4,Natural Disaster,12928,1,1
CUST02634,29,Female,South,Premium,8,22865,11,Theft,35804,4,1
CUST02635,34,Male,East,Basic,8,49232,10,Theft,52243,3,0
CUST02636,33,Male,North,Basic,10,19052,1,Fire,39318,4,1
CUST02637,29,Female,South,Basic,14,35370,7,Theft,48812,4,0
CUST02638,25,Female,South,Basic,11,12332,8,Natural Disaster,46048,2,0
CUST02639,37,Female,North,Premium,2,5327,1,Theft,43875,1,0
CUST02640,20,Male,West,Basic,12,27765,13,Natural Disaster,25591,1,0
CUST02641,33,Female,North,Gold,12,10239,0,Theft,14891,3,1
CUST02642,47,Male,West,Premium,12,15078,11,Natural Disaster,8721,3,0
CUST02643,62,Male,East,Premium,4,12038,5,Fire,27152,2,1
CUST02644,40,Female,West,Basic,4,13048,2,Accident,50457,2,1
CUST02645,45,Male,East,Basic,13,33671,0,Accident,73659,2,1
CUST02646,68,Female,North,Premium,11,19954,12,Natural Disaster,72348,3,1
CUST02647,57,Male,East,Basic,10,40065,5,Theft,37112,4,0
CUST02648,22,Female,South,Basic,12,7779,11,Theft,21840,1,1
CUST02649,37,Male,East,Basic,13,18225,7,Accident,2208,1,0
CUST02650,57,Male,West,Basic,8,45086,8,Natural Disaster,19242,0,1
CUST02651,61,Female,West,Premium,14,37541,12,Theft,2971,3,0
CUST02652,18,Female,West,Basic,13,24720,5,Accident,30795,3,1
CUST02653,47,Female,East,Premium,13,18531,11,Natural Disaster,1983,2,1
CUST02654,38,Female,West,Basic,3,10335,5,Fire,12502,0,1
CUST02655,37,Male,West,Premium,12,14530,0,Theft,29577,0,0
CUST02656,23,Female,South,Gold,13,29791,4,Theft,11354,3,1
CUST02657,39,Female,East,Gold,13,45270,2,Natural Disaster,68663,2,0
CUST02658,35,Male,South,Basic,12,6649,6,Accident,24860,1,0
CUST02659,25,Female,West,Basic,3,18472,11,Natural Disaster,34328,2,1
CUST02660,56,Female,West,Basic,13,7862,8,Accident,73188,1,1
CUST02661,49,Male,West,Premium,2,30185,12,Natural Disaster,43769,3,0
CUST02662,50,Female,East,Premium,1,32134,10,Fire,21771,2,1
CUST02663,33,Female,North,Premium,8,5917,5,Theft,53084,0,0
CUST02664,29,Female,West,Basic,14,17444,4,Accident,42250,4,1
CUST02665,55,Female,West,Premium,9,46121,6,Fire,48867,0,0
CUST02666,69,Female,West,Basic,9,25521,10,Natural Disaster,79417,1,0
CUST02667,51,Female,West,Premium,11,43217,8,Accident,51580,3,0
CUST02668,31,Male,East,Basic,8,27066,4,Accident,18331,2,1
CUST02669,53,Female,North,Premium,5,7811,14,Fire,77255,3,0
CUST02670,50,Male,North,Basic,1,41189,4,Natural Disaster,9572,3,0
CUST02671,40,Male,North,Basic,9,14290,9,Fire,10896,1,1
CUST02672,67,Male,West,Premium,6,40489,3,Natural Disaster,34077,3,0
CUST02673,62,Male,West,Basic,12,32284,4,Fire,72325,2,0
CUST02674,19,Female,North,Premium,7,29698,6,Fire,76226,0,0
CUST02675,58,Female,North,Premium,8,48660,2,Fire,47221,3,0
CUST02676,38,Female,West,Premium,13,24637,3,Fire,42620,2,1
CUST02677,19,Male,West,Basic,5,38556,8,Natural Disaster,11264,2,1
CUST02678,44,Female,South,Basic,6,21640,14,Theft,17049,1,0
CUST02679,26,Female,South,Premium,12,9025,11,Fire,78164,3,1
CUST02680,18,Female,South,Basic,13,36476,1,Natural Disaster,68678,1,0
CUST02681,28,Male,North,Premium,7,11741,7,Theft,30236,0,0
CUST02682,20,Male,East,Basic,7,8654,8,Accident,22123,0,1
CUST02683,69,Female,West,Basic,2,45428,4,Accident,27007,2,1
CUST02684,40,Male,South,Basic,14,41019,6,Fire,11142,3,1
CUST02685,43,Male,East,Basic,11,43036,5,Accident,29498,2,0
CUST02686,21,Female,West,Basic,12,49549,0,Fire,34226,3,1
CUST02687,35,Male,East,Premium,14,34843,14,Fire,41348,1,1
CUST02688,23,Male,North,Premium,1,28560,7,Theft,28524,0,0
CUST02689,52,Female,North,Basic,8,45330,8,Accident,50489,0,1
CUST02690,39,Male,North,Gold,5,20987,9,Fire,16298,1,1
CUST02691,60,Male,South,Premium,10,25810,10,Accident,13135,4,1
CUST02692,32,Male,West,Gold,2,25311,0,Theft,73916,4,1
CUST02693,39,Male,North,Premium,3,39920,14,Accident,37788,4,1
CUST02694,54,Male,South,Premium,6,13738,7,Theft,25920,3,1
CUST02695,69,Male,South,Basic,10,12888,2,Theft,63015,1,1
CUST02696,59,Male,South,Basic,6,47864,11,Theft,64010,3,1
CUST02697,29,Male,South,Basic,8,10474,5,Fire,6643,3,0
CUST02698,64,Female,North,Premium,5,5488,9,Natural Disaster,51094,1,0
CUST02699,66,Female,South,Basic,5,29144,7,Fire,17729,3,1
CUST02700,59,Female,North,Premium,7,10622,4,Accident,54046,1,1
CUST02701,55,Female,North,Basic,10,36830,7,Fire,62039,4,1
CUST02702,35,Male,South,Gold,13,41542,6,Fire,42284,4,1
CUST02703,62,Female,North,Basic,14,44214,6,Natural Disaster,73146,3,1
CUST02704,52,Female,West,Basic,5,32648,6,Accident,12804,0,0
CUST02705,47,Male,West,Basic,9,37697,8,Theft,58867,1,1
CUST02706,41,Male,East,Basic,6,30223,5,Theft,8816,2,1
CUST02707,59,Male,West,Basic,7,26865,5,Accident,28473,2,0
CUST02708,47,Male,North,Premium,12,13572,10,Fire,12932,3,0
CUST02709,31,Male,North,Basic,8,45601,8,Natural Disaster,50410,0,0
CUST02710,23,Female,West,Basic,13,48026,14,Natural Disaster,24709,1,1
CUST02711,20,Male,South,Gold,5,28501,5,Accident,7487,4,1
CUST02712,33,Female,South,Basic,14,31866,6,Accident,18204,3,1
CUST02713,24,Female,North,Gold,11,17416,14,Fire,6988,1,1
CUST02714,69,Male,South,Gold,4,30775,6,Natural Disaster,28364,1,0
CUST02715,31,Female,East,Basic,12,34080,1,Accident,39403,1,0
CUST02716,26,Female,East,Basic,8,9887,12,Fire,22048,0,0
CUST02717,32,Male,West,Basic,12,24374,11,Fire,8093,1,1
CUST02718,38,Female,West,Premium,10,21605,7,Accident,30196,0,1
CUST02719,52,Female,South,Premium,9,20684,11,Natural Disaster,23727,0,0
CUST02720,19,Female,North,Premium,1,29002,10,Theft,43167,1,1
CUST02721,44,Male,West,Premium,3,31015,5,Fire,25884,4,0
CUST02722,19,Male,East,Basic,12,27972,3,Theft,35607,1,0
CUST02723,52,Male,West,Gold,4,5617,10,Fire,74211,4,0
CUST02724,35,Female,West,Premium,13,40338,12,Natural Disaster,45312,3,0
CUST02725,31,Male,East,Premium,7,11309,6,Theft,41769,2,1
CUST02726,37,Female,North,Gold,6,24139,7,Accident,10575,3,0
CUST02727,35,Male,West,Premium,10,7790,0,Fire,36074,0,1
CUST02728,27,Female,West,Basic,10,12826,9,Accident,11664,3,1
CUST02729,42,Male,West,Basic,11,17134,12,Accident,77695,2,1
CUST02730,19,Male,South,Basic,1,24693,12,Natural Disaster,14299,2,1
CUST02731,42,Female,West,Basic,4,9054,3,Accident,29032,4,1
CUST02732,50,Male,East,Gold,6,21090,3,Fire,42397,3,1
CUST02733,53,Female,North,Basic,3,28808,9,Accident,66991,0,1
CUST02734,48,Male,North,Premium,2,45449,8,Accident,56919,0,0
CUST02735,31,Male,East,Premium,2,20569,12,Fire,59447,4,0
CUST02736,18,Female,South,Basic,10,37227,5,Accident,66498,4,1
CUST02737,63,Female,East,Gold,12,11508,3,Natural Disaster,45572,3,1
CUST02738,33,Female,North,Gold,12,21608,12,Fire,71274,4,1
CUST02739,63,Male,East,Premium,4,28523,0,Natural Disaster,17775,2,0
CUST02740,69,Female,South,Basic,13,15433,7,Accident,36389,0,0
CUST02741,20,Male,North,Basic,1,36939,10,Theft,7176,2,1
CUST02742,52,Female,South,Basic,10,29520,8,Natural Disaster,49263,1,0
CUST02743,58,Female,East,Basic,2,16888,4,Natural Disaster,10112,2,0
CUST02744,23,Female,West,Premium,13,35932,4,Accident,28033,0,1
CUST02745,42,Female,East,Gold,10,24734,9,Theft,20984,1,1
CUST02746,30,Female,South,Premium,2,8827,7,Fire,32742,3,0
CUST02747,51,Female,East,Gold,4,21257,7,Theft,71044,1,0
CUST02748,25,Male,West,Premium,4,37194,4,Fire,40210,4,1
CUST02749,38,Female,South,Basic,1,36318,3,Accident,57806,0,1
CUST02750,51,Male,East,Gold,7,21793,5,Theft,60132,4,0
CUST02751,21,Female,South,Basic,7,39684,9,Accident,72752,2,1
